[ 1.92484367 -0.05953125] [-3. -2.] 1
[-3.19484353 -1.84546864] [-3. -2.] 117
[-3.19484353 -1.84546864] [-3. -2.] 118
[-3.19484353 -1.86531246] [-3. -2.] 119
[-3.19484353 -1.86531246] [-3. -2.] 120
[-3.19484353 -1.86531246] [-3. -2.] 121
[-3.17499995 -1.86531246] [-3. -2.] 122
[-3.15515614 -1.88515615] [-3. -2.] 123
[-3.15515614 -1.88515615] [-3. -2.] 124
[-3.13531232 -1.88515615] [-3. -2.] 125
[-3.13531232 -1.88515615] [-3. -2.] 126
[-3.13531232 -1.88515615] [-3. -2.] 127
[-3.1154685  -1.90499997] [-3. -2.] 128
[-3.1154685  -1.92484367] [-3. -2.] 129
[-3.09562469 -1.92484367] [-3. -2.] 130
[-3.07578135 -1.94468737] [-3. -2.] 131
[-3.07578135 -1.94468737] [-3. -2.] 132
[-3.07578135 -1.94468737] [-3. -2.] 133
[-3.05593753 -1.96453118] [-3. -2.] 134
[-3.05593753 -1.96453118] [-3. -2.] 135
[-3.05593753 -1.98437488] [-3. -2.] 136
[-3.05593753 -1.98437488] [-3. -2.] 137
[-3.05593753 -1.98437488] [-3. -2.] 138
[-3.03609371 -2.00421858] [-3. -2.] 139
