[ 1.92484367 -0.05953125] [-3. -2.] 1
[ 1.92484367 -0.05953125] [-3. -2.] 2
[ 1.92484367 -0.05953125] [-3. -2.] 3
[ 1.92484367 -0.05953125] [-3. -2.] 4
[ 1.92484367 -0.05953125] [-3. -2.] 5
[ 1.92484367 -0.05953125] [-3. -2.] 6
[ 1.94468737 -0.05953125] [-3. -2.] 7
[ 1.94468737 -0.05953125] [-3. -2.] 8
[ 1.94468737 -0.05953125] [-3. -2.] 9
[ 1.94468737 -0.05953125] [-3. -2.] 10
[ 1.94468737 -0.05953125] [-3. -2.] 11
[ 1.94468737 -0.05953125] [-3. -2.] 12
[ 1.94468737 -0.05953125] [-3. -2.] 13
[ 1.94468737 -0.05953125] [-3. -2.] 14
[ 1.94468737 -0.05953125] [-3. -2.] 15
[ 1.94468737 -0.05953125] [-3. -2.] 16
[ 1.94468737 -0.05953125] [-3. -2.] 17
[ 1.94468737 -0.05953125] [-3. -2.] 18
[ 1.94468737 -0.05953125] [-3. -2.] 19
[ 1.94468737 -0.05953125] [-3. -2.] 20
[ 1.94468737 -0.05953125] [-3. -2.] 21
[ 1.94468737 -0.05953125] [-3. -2.] 22
[ 1.94468737 -0.05953125] [-3. -2.] 23
[ 1.94468737 -0.05953125] [-3. -2.] 24
[ 1.94468737 -0.05953125] [-3. -2.] 25
[ 1.94468737 -0.05953125] [-3. -2.] 26
[ 1.94468737 -0.05953125] [-3. -2.] 27
[ 1.94468737 -0.05953125] [-3. -2.] 28
[ 1.94468737 -0.05953125] [-3. -2.] 29
[ 1.94468737 -0.05953125] [-3. -2.] 30
[ 1.94468737 -0.05953125] [-3. -2.] 31
[ 1.94468737 -0.05953125] [-3. -2.] 32
[ 1.94468737 -0.05953125] [-3. -2.] 33
[ 1.94468737 -0.05953125] [-3. -2.] 34
[ 1.94468737 -0.05953125] [-3. -2.] 35
[ 1.94468737 -0.05953125] [-3. -2.] 36
[ 1.94468737 -0.05953125] [-3. -2.] 37
[ 1.94468737 -0.05953125] [-3. -2.] 38
[ 1.94468737 -0.05953125] [-3. -2.] 39
[ 1.94468737 -0.05953125] [-3. -2.] 40
[ 1.94468737 -0.05953125] [-3. -2.] 41
[ 1.94468737 -0.05953125] [-3. -2.] 42
[ 1.94468737 -0.05953125] [-3. -2.] 43
[ 1.94468737 -0.05953125] [-3. -2.] 44
[ 1.94468737 -0.05953125] [-3. -2.] 45
[ 1.94468737 -0.05953125] [-3. -2.] 46
[ 1.94468737 -0.05953125] [-3. -2.] 47
[ 1.94468737 -0.05953125] [-3. -2.] 48
[ 1.94468737 -0.05953125] [-3. -2.] 49
[ 1.94468737 -0.05953125] [-3. -2.] 50
[ 1.94468737 -0.05953125] [-3. -2.] 51
[ 1.94468737 -0.05953125] [-3. -2.] 52
[ 1.94468737 -0.05953125] [-3. -2.] 53
[ 1.58749998 -0.21828124] [-3. -2.] 54
[ 0.87312496 -0.45640624] [-3. -2.] 55
[ 0.37703124 -0.61515623] [-3. -2.] 56
[-0.15875    -0.77390617] [-3. -2.] 57
[-0.65484369 -0.93265623] [-3. -2.] 58
[-1.13109374 -1.09140623] [-3. -2.] 59
[-1.58749998 -1.23031247] [-3. -2.] 60
[-1.86531246 -1.34937489] [-3. -2.] 61
[-2.20265603 -1.44859362] [-3. -2.] 62
[-2.4209373  -1.54781234] [-3. -2.] 63
[-2.61937475 -1.60734367] [-3. -2.] 64
[-2.77812505 -1.666875  ] [-3. -2.] 65
[-2.91703105 -1.7065624 ] [-3. -2.] 66
[-3.03609371 -1.74624991] [-3. -2.] 67
[-3.09562469 -1.76609373] [-3. -2.] 68
[-3.15515614 -1.76609373] [-3. -2.] 69
[-3.17499995 -1.78593743] [-3. -2.] 70
[-3.21468735 -1.80578113] [-3. -2.] 71
[-3.21468735 -1.80578113] [-3. -2.] 72
[-3.21468735 -1.80578113] [-3. -2.] 73
[-3.23453116 -1.80578113] [-3. -2.] 74
[-3.23453116 -1.80578113] [-3. -2.] 75
[-3.23453116 -1.80578113] [-3. -2.] 76
[-3.23453116 -1.80578113] [-3. -2.] 77
[-3.23453116 -1.80578113] [-3. -2.] 78
[-3.23453116 -1.80578113] [-3. -2.] 79
[-3.23453116 -1.80578113] [-3. -2.] 80
[-3.23453116 -1.80578113] [-3. -2.] 81
[-3.23453116 -1.80578113] [-3. -2.] 82
[-3.23453116 -1.80578113] [-3. -2.] 83
[-3.23453116 -1.80578113] [-3. -2.] 84
[-3.23453116 -1.80578113] [-3. -2.] 85
[-3.23453116 -1.80578113] [-3. -2.] 86
[-3.23453116 -1.80578113] [-3. -2.] 87
[-3.23453116 -1.80578113] [-3. -2.] 88
[-3.23453116 -1.80578113] [-3. -2.] 89
[-3.23453116 -1.80578113] [-3. -2.] 90
[-3.23453116 -1.80578113] [-3. -2.] 91
[-3.23453116 -1.80578113] [-3. -2.] 92
[-3.23453116 -1.80578113] [-3. -2.] 93
[-3.23453116 -1.80578113] [-3. -2.] 94
[-3.23453116 -1.80578113] [-3. -2.] 95
[-3.23453116 -1.80578113] [-3. -2.] 96
[-3.23453116 -1.80578113] [-3. -2.] 97
[-3.23453116 -1.80578113] [-3. -2.] 98
[-3.23453116 -1.80578113] [-3. -2.] 99
[-3.23453116 -1.80578113] [-3. -2.] 100
[-3.23453116 -1.80578113] [-3. -2.] 101
[-3.23453116 -1.82562494] [-3. -2.] 102
[-3.23453116 -1.82562494] [-3. -2.] 103
[-3.23453116 -1.82562494] [-3. -2.] 104
[-3.23453116 -1.82562494] [-3. -2.] 105
[-3.23453116 -1.82562494] [-3. -2.] 106
[-3.23453116 -1.82562494] [-3. -2.] 107
[-3.23453116 -1.84546864] [-3. -2.] 108
[-3.23453116 -1.84546864] [-3. -2.] 109
[-3.23453116 -1.84546864] [-3. -2.] 110
[-3.23453116 -1.84546864] [-3. -2.] 111
[-3.21468735 -1.84546864] [-3. -2.] 112
[-3.21468735 -1.84546864] [-3. -2.] 113
[-3.21468735 -1.84546864] [-3. -2.] 114
[-3.21468735 -1.84546864] [-3. -2.] 115
[-3.21468735 -1.84546864] [-3. -2.] 116
