C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,x_pos,y_pos,time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680822919.6348636
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680822919.643353
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680822919.6449394
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680822919.6466382
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680822919.6526587
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680822919.659651
0.0006302615622644225,0.0019172129446815233,0.0016283497636322864,0.0006536373193739564,0.00024074610028606002,6.329927582555683e-05,0.0012973941573363845,0.0014877739483381447,0.00044012275848217544,9.342266208705041e-05,0.00010306214500133137,0.00024331663385055436,0.0012468672068280285,0.000928201936676487,0.001479821396060288,0.001699762258431292,0.0,0.0,1680822919.6670783
0.0006302615622644225,0.0019172129446815233,0.0016283497636322864,0.0006536373193739564,0.00024074610028606002,6.329927582555683e-05,0.0012973941573363845,0.0014877739483381447,0.00044012275848217544,9.342266208705041e-05,0.00010306214500133137,0.00024331663385055436,0.0012468672068280285,0.000928201936676487,0.001479821396060288,0.001699762258431292,0.0,0.0,1680822919.6741276
0.0006792823539569781,0.0019231271601256594,0.0016476488098078335,0.0006994650291289872,0.0002571533054407382,6.391178430931177e-05,0.001192032598851256,0.001427246027617457,0.0004086739428430519,0.00010909686441706867,0.00012059395596253353,0.0002678471100097113,0.001239978989080015,0.000996933467376948,0.0014785562127599405,0.001673002652694322,0.0,0.0,1680822919.6811259
0.0006792823539569781,0.0019231271601256594,0.0016476488098078335,0.0006994650291289872,0.0002571533054407382,6.391178430931177e-05,0.001192032598851256,0.001427246027617457,0.0004086739428430519,0.00010909686441706867,0.00012059395596253353,0.0002678471100097113,0.001239978989080015,0.000996933467376948,0.0014785562127599405,0.001673002652694322,0.0,0.0,1680822919.6883042
0.0006463930957455556,0.001932424336452889,0.0016446638532711818,0.0006730842478232676,0.00024934860945791115,6.422671049222117e-05,0.0012499927284311111,0.0014662238654223488,0.0004239912293335444,0.00010329583050024253,0.00011815670016672316,0.0002613614538466374,0.0012542282614653934,0.0009528483482096238,0.0014899574541480185,0.001696476068445918,-0.0,-0.0,1680822919.695326
0.0006463930957455556,0.001932424336452889,0.0016446638532711818,0.0006730842478232676,0.00024934860945791115,6.422671049222117e-05,0.0012499927284311111,0.0014662238654223488,0.0004239912293335444,0.00010329583050024253,0.00011815670016672316,0.0002613614538466374,0.0012542282614653934,0.0009528483482096238,0.0014899574541480185,0.001696476068445918,-0.0038268343236508968,-0.009238795325112868,1680822919.702857
0.0006463930957455556,0.001932424336452889,0.0016446638532711818,0.0006730842478232676,0.00024934860945791115,6.422671049222117e-05,0.0012499927284311111,0.0014662238654223488,0.0004239912293335444,0.00010329583050024253,0.00011815670016672316,0.0002613614538466374,0.0012542282614653934,0.0009528483482096238,0.0014899574541480185,0.001696476068445918,-0.0076536686473017935,-0.018477590650225736,1680822919.7081203
0.0006707976034476815,0.0019303065678855091,0.001649506413485824,0.0006926370658959513,0.00025366401343696054,6.398709274435532e-05,0.001220072448091969,0.0014449435172174674,0.000414748825079414,0.00010824336843562321,0.00011848531880076507,0.00026511090351633015,0.0012520534419042662,0.0009847585999125386,0.001486589104331415,0.0016902984978344193,-0.01148050297095269,-0.027716385975338605,1680822919.7162132
0.0006707976034476815,0.0019303065678855091,0.001649506413485824,0.0006926370658959513,0.00025366401343696054,6.398709274435532e-05,0.001220072448091969,0.0014449435172174674,0.000414748825079414,0.00010824336843562321,0.00011848531880076507,0.00026511090351633015,0.0012520534419042662,0.0009847585999125386,0.001486589104331415,0.0016902984978344193,-0.015307337294603587,-0.03695518130045147,1680822919.7221472
0.0006713297849955779,0.0019410706551298063,0.0016571075462479712,0.0006930989558100009,0.0002537192396971477,6.398207215170259e-05,0.0012267447770483385,0.0014569075214950545,0.0004175101351393096,0.00010818312178173528,0.00011766194615461245,0.0002650857999498157,0.0012571091498685405,0.000985677364269577,0.0014944814267437323,0.0016980151050347558,-0.019134171618254484,-0.04619397662556435,1680822919.7300153
0.0006713297849955779,0.0019410706551298063,0.0016571075462479712,0.0006930989558100009,0.0002537192396971477,6.398207215170259e-05,0.0012267447770483385,0.0014569075214950545,0.0004175101351393096,0.00010818312178173528,0.00011766194615461245,0.0002650857999498157,0.0012571091498685405,0.000985677364269577,0.0014944814267437323,0.0016980151050347558,-0.02296100594190538,-0.05543277195067721,1680822919.735973
0.0006836321767514164,0.0019485894558238215,0.0016686427932108927,0.0007056583996836708,0.0002600572003041179,6.374911798047834e-05,0.0012233629260140332,0.0014579236844861044,0.00042037788153265865,0.00010801041444096881,0.00011676627737870148,0.0002698252126947409,0.0012603624719406525,0.0010026026873310911,0.0014999036386871012,0.0017015134376379137,-0.02678784026555628,-0.06467156727579008,1680822919.7440257
0.0006836321767514164,0.0019485894558238215,0.0016686427932108927,0.0007056583996836708,0.0002600572003041179,6.374911798047834e-05,0.0012233629260140332,0.0014579236844861044,0.00042037788153265865,0.00010801041444096881,0.00011676627737870148,0.0002698252126947409,0.0012603624719406525,0.0010026026873310911,0.0014999036386871012,0.0017015134376379137,-0.030614674589207174,-0.07391036260090295,1680822919.7497861
0.0006512452970734254,0.0018974906738717604,0.0016209803089218945,0.0006739308127163424,0.0002483059558379089,6.377232404230637e-05,0.0012171930607299448,0.0014318351970077688,0.0004154944712969087,0.00010206249602038884,0.00011296641680389628,0.00025781155995079845,0.0012256722323124231,0.0009549931590266135,0.001462062714718168,0.0016583928144495144,-0.03444150891285807,-0.08314915792601581,1680822919.7567976
0.0006512452970734254,0.0018974906738717604,0.0016209803089218945,0.0006739308127163424,0.0002483059558379089,6.377232404230637e-05,0.0012171930607299448,0.0014318351970077688,0.0004154944712969087,0.00010206249602038884,0.00011296641680389628,0.00025781155995079845,0.0012256722323124231,0.0009549931590266135,0.001462062714718168,0.0016583928144495144,-0.03826834323650897,-0.0923879532511287,1680822919.7648304
